periode_data,type_operasi,area_operasi,jumlah_bus,jumlah_penumpang
202106,Puskesmas Pasar Minggu,RS Wisma Atlet,1,12
202106,Puskesmas Tanjung Priuk ,RS Wisma Atlet,1,14
202106,Puskesmas Cempaka Putih,RS Wisma Atlet,1,11
202106,Puskesmas Koja,RS Wisma Atlet,1,10
202106,Puskesmas Cipayung,RS Wisma Atlet,1,8
202106,Puskesmas Ciracas,RS Wisma Atlet,1,26
202106,Puskesmas Cengkareng,RS Wisma Atlet,1,13
202106,Puskesmas Cilandak,RS Wisma Atlet,1,6
202106,Puskesmas Pasar Minggu,RS Wisma Atlet,1,7
202106,Puskesmas Gambir,RS Wisma Atlet,1,9
202106,Puskesmas Duren Sawit,RS Wisma Atlet,1,11
202106,Puskesmas Koja,RS Wisma Atlet,1,14
202106,Puskesmas Cipayung,RS Wisma Atlet,1,18
202106,Puskesmas Pancoran,RS Wisma Atlet,1,10
202106,Puskesmas Grogol Petamburan,RS Wisma Atlet,1,18
202106,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,11
202106,Puskesmas Kembangan,RS Wisma Atlet,1,11
202106,Puskesmas Pasar Minggu,RS Wisma Atlet,1,25
202106,Puskesmas Duren Sawit,RS Wisma Atlet,1,10
202106,Puskesmas Tebet,RS Wisma Atlet,1,14
202106,Puskesmas Ciracas,RS Wisma Atlet,1,14
202106,Puskesmas Pulogadung,RS Wisma Atlet,1,8
202106,Puskesmas Cipayung,RS Wisma Atlet,1,18
202106,Puskesmas Kembangan,RS Wisma Atlet,1,19
202106,Puskesmas Ciracas,RS Wisma Atlet,1,7
202106,Puskesmas Pasar Minggu,RS Wisma Atlet,1,11
202106,Puskesmas Tanjung Priuk ,RS Wisma Atlet,1,12
202106,Puskesmas Cempaka Putih,RS Wisma Atlet,1,7
202106,Puskesmas Koja,RS Wisma Atlet,1,7
202106,Puskesmas Duren Sawit,RS Wisma Atlet,1,14
202106,Puskesmas Tebet,RS Wisma Atlet,1,16
202106,Puskesmas Pancoran,RS Wisma Atlet,1,10
202106,Puskesmas Cilincing,RS Wisma Atlet,1,12
202104,RS JANTUNG HARAPAN KITA,BOGOR,26,686
202104,RS JANTUNG HARAPAN KITA,TANGERANG,null,null
202104,RS JANTUNG HARAPAN KITA,BEKASI,22,953
202104,RSPI SULIANTI SAROSO,JAKARTA,90,4842
202104,RSUP FATMAWATI,JAKARTA,29,2931
202104,RS KANKER DHARMAIS,JAKARTA,30,1456
202104,Puskesmas Duren Sawit,RS Wisma Atlet,12,69
202104,Puskesmas Tebet,RS Wisma Atlet,11,69
202104,Puskesmas Ciracas,RS Wisma Atlet,8,69
202104,Puskesmas Jagakarsa,RS Wisma Atlet,11,69
202104,Puskesmas Cilandak,RS Wisma Atlet,11,69
202104,Puskesmas Kramat Jati,RS Wisma Atlet,16,69
202104,Puskesmas Ciracas,RS Wisma Atlet,14,29
202104,Puskesmas Pancoran,RS Wisma Atlet,15,29
202104,Puskesmas Penjaringan,RS Wisma Atlet,13,13
202104,Puskesmas Duren Sawit,RS Wisma Atlet,5,34
202104,Puskesmas Koja,RS Wisma Atlet,9,34
202104,Puskesmas Kebayoran Lama,RS Wisma Atlet,13,34
202104,Puskesmas Ciracas,RS Wisma Atlet,7,34
202104,Puskesmas Koja,RS Wisma Atlet,15,57
202104,Puskesmas Ciracas,RS Wisma Atlet,28,57
202104,Puskesmas Kramat Jati,RS Wisma Atlet,14,57
202104,Puskesmas Ciracas,RS Wisma Atlet,10,26
202104,Puskesmas Pancoran,RS Wisma Atlet,10,26
202104,Puskesmas Kramat Jati,RS Wisma Atlet,6,26
202104,Puskesmas Duren Sawit,RS Wisma Atlet,10,33
202104,Puskesmas Pasar Minggu,RS Wisma Atlet,15,33
202104,Puskesmas Kramat Jati,RS Wisma Atlet,8,33
202104,Puskesmas Ciracas,RS Wisma Atlet,13,20
202104,Puskesmas Kramat Jati,RS Wisma Atlet,7,20
202104,Puskesmas Duren Sawit,RS Wisma Atlet,8,8
202104,Puskesmas Duren Sawit,RS Wisma Atlet,6,21
202104,Puskesmas Pasar Minggu,RS Wisma Atlet,15,21
202104,Puskesmas Duren Sawit,RS Wisma Atlet,7,28
202104,Puskesmas Cipayung,RS Wisma Atlet,12,28
202104,Puskesmas Kelapa Gading,RS Wisma Atlet,9,28
202104,Puskesmas Koja,RS Wisma Atlet,11,32
202104,Puskesmas Ciracas,RS Wisma Atlet,11,32
202104,Puskesmas Cipayung,RS Wisma Atlet,10,32
202104,Puskesmas Tebet,RS Wisma Atlet,27,69
202104,Puskesmas Duren Sawit,RS Wisma Atlet,14,69
202104,Puskesmas Pasar Minggu,RS Wisma Atlet,9,69
202104,Puskesmas Kebayoran Lama,RS Wisma Atlet,8,69
202104,Puskesmas Kramat Jati,RS Wisma Atlet,11,69
202104,Puskesmas Pasar Minggu,RS Wisma Atlet,10,10
202104,Puskesmas Ciracas,RS Wisma Atlet,6,31
202104,Puskesmas Pancoran,RS Wisma Atlet,9,31
202104,Puskesmas Pasar Minggu,RS Wisma Atlet,9,31
202104,Puskesmas Pasar Minggu (II),RS Wisma Atlet,7,31
202104,Puskesmas Cipayung,RS Wisma Atlet,20,20
202104,Puskesmas Ciracas,RS Wisma Atlet,29,50
202104,Puskesmas Kemayoran,RS Wisma Atlet,13,50
202104,Puskesmas Pasar Minggu,RS Wisma Atlet,8,50
202104,Puskesmas Ciracas,RS Wisma Atlet,6,6
202104,Puskesmas Duren Sawit,RS Wisma Atlet,8,58
202104,Puskesmas Ciracas,RS Wisma Atlet,15,58
202104,Puskesmas Pancoran,RS Wisma Atlet,8,58
202104,Puskesmas Cipayung,RS Wisma Atlet,15,58
202104,Puskesmas Jagakarsa,RS Wisma Atlet,12,58
202104,Puskesmas Tebet,RS Wisma Atlet,10,18
202104,Puskesmas Ciracas,RS Wisma Atlet,8,18
202104,Puskesmas Penjaringan,RS Wisma Atlet,14,14
202104,Puskesmas Duren Sawit,RS Wisma Atlet,7,7
202104,Puskesmas Duren Sawit,RS Wisma Atlet,6,100
202104,Puskesmas Cengkareng,RS Wisma Atlet,30,100
202104,Puskesmas Matraman,RS Wisma Atlet,13,100
202104,Puskesmas Ciracas,RS Wisma Atlet,18,100
202104,Puskesmas Jagakarsa,RS Wisma Atlet,22,100
202104,Puskesmas Kemayoran,RS Wisma Atlet,11,100
202104,Puskesmas Duren Sawit,RS Wisma Atlet,6,16
202104,Puskesmas Kemayoran,RS Wisma Atlet,10,16
202104,Puskesmas Matraman,RS Wisma Atlet,13,171
202104,Puskesmas Duren Sawit,RS Wisma Atlet,16,171
202104,Puskesmas Koja,RS Wisma Atlet,12,171
202104,Puskesmas Cengkareng,RS Wisma Atlet,116,171
202104,Puskesmas Ciracas,RS Wisma Atlet,14,171
202105,RSUD CENGKARENG,JAKARTA,115,6114
202105,RSUD CENGKARENG,BOGOR,null,null
202105,RSUD CENGKARENG,DEPOK,27,759
202105,RSUD CENGKARENG,TANGERANG,60,1277
202105,RSUD CENGKARENG,BEKASI,28,507
202105,RSUD DUREN SAWIT,JAKARTA,117,2284
202105,RSUD DUREN SAWIT,BOGOR,null,null
202105,RSUD DUREN SAWIT,DEPOK,null,null
202105,RSUD DUREN SAWIT,TANGERANG,null,null
202105,RSUD DUREN SAWIT,BEKASI,null,null
202105,RSUD PASAR MINGGU,JAKARTA,null,null
202105,RSUD PASAR MINGGU,BOGOR,12,109
202105,RSUD PASAR MINGGU,DEPOK,2,9
202105,RSUD PASAR MINGGU,TANGERANG,null,null
202105,RSUD PASAR MINGGU,BEKASI,13,118
202105,RSUD TARAKAN,JAKARTA,null,null
202105,RSUD TARAKAN,BOGOR,27,1426
202105,RSUD TARAKAN,DEPOK,31,1479
202105,RSUD TARAKAN,TANGERANG,58,2209
202105,RSUD TARAKAN,BEKASI,57,1786
202105,RSUD PASAR REBO,JAKARTA,null,null
202105,RSUD PASAR REBO,BOGOR,26,653
202105,RSUD PASAR REBO,DEPOK,20,324
202105,RSUD PASAR REBO,TANGERANG,null,null
202105,RSUD PASAR REBO,BEKASI,31,584
202105,RSUD KOJA,JAKARTA,80,3896
202105,RSUD KOJA,BOGOR,null,null
202105,RSUD KOJA,DEPOK,null,null
202105,RSUD KOJA,TANGERANG,null,null
202105,RSUD KOJA,BEKASI,81,1763
202105,RS PONDOK INDAH,JAKARTA,31,1335
202105,RS PONDOK INDAH,BOGOR,30,1675
202105,RS PONDOK INDAH,DEPOK,null,null
202105,RS PONDOK INDAH,TANGERANG,0,0
202105,RS PONDOK INDAH,BEKASI,null,null
202105,RSUD BUDHI ASIH,JAKARTA,null,null
202105,RSUD BUDHI ASIH,BOGOR,56,1035
202105,RSUD BUDHI ASIH,DEPOK,null,null
202105,RSUD BUDHI ASIH,TANGERANG,null,null
202105,RSUD BUDHI ASIH,BEKASI,19,298
202105,R S C M,JAKARTA,83,4610
202105,R S C M,BOGOR,72,3429
202105,R S C M,DEPOK,52,3002
202105,R S C M,TANGERANG,66,1797
202105,R S C M,BEKASI,81,5730
202105,P M I,JAKARTA,0,0
202105,P M I,BOGOR,null,null
202105,P M I,DEPOK,29,895
202105,P M I,TANGERANG,null,null
202105,P M I,BEKASI,28,595
202105,RSUD JATI PADANG,JAKARTA,93,893
202105,PUSKESMAS MAMPANG PRAPATAN,JAKARTA,null,null
202105,PUSKESMAS PANCORAN,JAKARTA,null,null
202105,PUSKESMAS CILANDAK,JAKARTA,null,null
202105,PUSKESMAS TEBET,JAKARTA,null,null
202105,PUSKESMAS KUNINGAN  BARAT,JAKARTA,null,null
202105,PUSKESMAS KEBAYORAN BARU,JAKARTA,null,null
202105,PUSKESMAS KEBAYORAN LAMA,JAKARTA,null,null
202105,SUDINKES JAKARTA SELATAN,JAKARTA,null,null
202105,RSUP PERSAHABATAN,JAKARTA,22,428
202105,RSUP PERSAHABATAN,BOGOR,25,535
202105,RSUP PERSAHABATAN,DEPOK,17,408
202105,RSUP PERSAHABATAN,TANGERANG,null,null
202105,RSUP PERSAHABATAN,BEKASI,43,1582
202105,RS JANTUNG HARAPAN KITA,JAKARTA,24,883
202105,RS JANTUNG HARAPAN KITA,BOGOR,28,986
202105,RS JANTUNG HARAPAN KITA,TANGERANG,null,null
202105,RS JANTUNG HARAPAN KITA,BEKASI,17,772
202105,RSPI SULIANTI SAROSO,JAKARTA,91,3252
202105,RSUP FATMAWATI,JAKARTA,31,2100
202105,RS KANKER DHARMAIS,JAKARTA,31,1152
202105,Puskesmas Koja,RS Wisma Atlet,1,13
202105,Puskesmas Duren Sawit,RS Wisma Atlet,1,9
202105,Puskesmas Cipayung,RS Wisma Atlet,1,13
202105,Puskesmas Ciracas,RS Wisma Atlet,1,11
202105,Puskesmas Kramat Jati,RS Wisma Atlet,1,8
202105,Puskesmas Duren Sawit,RS Wisma Atlet,1,7
202105,Puskesmas Ciracas,RS Wisma Atlet,1,7
202105,Puskesmas Pulo Gadung,RS Wisma Atlet,1,8
202105,Puskesmas Ciracas,RS Wisma Atlet,1,6
202105,Puskesmas Pulo Gadung,RS Wisma Atlet,1,10
202105,Puskesmas Ciracas,RS Wisma Atlet,1,10
202105,Puskesmas Ciracas,RS Wisma Atlet,1,6
202105,Puskesmas Ciracas,RS Wisma Atlet,1,7
202105,Puskesmas Tebet,RS Wisma Atlet,1,8
202105,Puskesmas Cilincing,RS Wisma Atlet,1,9
202105,Puskesmas Kramat Jati,RS Wisma Atlet,1,7
202105,Puskesmas Cipayung,RS Wisma Atlet,1,12
202105,Puskesmas Cipayung Tahap II,RS Wisma Atlet,1,6
202105,Puskesmas Cipayung,RS Wisma Atlet,1,17
202105,Puskesmas Duren Sawit,RS Wisma Atlet,1,9
202105,Puskesmas Kramat Jati,RS Wisma Atlet,1,9
202105,Puskesmas Ciracas,RS Wisma Atlet,1,10
202105,Puskesmas Cilandak,RS Wisma Atlet,1,8
202105,Puskesmas Gambir,RS Wisma Atlet,1,13
202105,Puskesmas Cipayung,RS Wisma Atlet,1,48
202105,Puskesmas Duren Sawit,RS Wisma Atlet,1,7
202105,Puskesmas Ciracas,RS Wisma Atlet,1,12
202105,Puskesmas Pasar Minggu,RS Wisma Atlet,1,7
202105,Puskesmas Duren Sawit,RS Wisma Atlet,1,6
202105,Puskesmas Ciracas,RS Wisma Atlet,1,5
202105,Puskesmas Duren Sawit,RS Wisma Atlet,1,10
202105,Puskesmas Ciracas,RS Wisma Atlet,1,22
202105,Puskesmas Duren Sawit,RS Wisma Atlet,1,14
202105,Puskesmas Cipayung,RS Wisma Atlet,1,21
202105,Puskesmas Ciracas,RS Wisma Atlet,1,7
202105,Puskesmas Kramat Jati,RS Wisma Atlet,1,8
202105,Puskesmas Ciracas,RS Wisma Atlet,1,8
202105,Puskesmas Cilandak,RS Wisma Atlet,1,7
202105,Puskesmas Penjaringan,RS Wisma Atlet,1,7
202105,Puskesmas Duren Sawit,RS Wisma Atlet,1,16
202105,Puskesmas Cilincing,RS Wisma Atlet,1,10
202105,Puskesmas Pasar Rebo,RS Wisma Atlet,1,12
202105,Puskesmas Ciracas,RS Wisma Atlet,1,18
202105,Puskesmas Pancoran,RS Wisma Atlet,1,13
202105,Puskesmas Kembangan,RS Wisma Atlet,1,9
202105,Puskesmas Cipayung,RS Wisma Atlet,1,30
202105,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,9
202106,Puskesmas Grogol Petamburan,RS Wisma Atlet,1,14
202106,Puskesmas Cengkareng,RS Wisma Atlet,1,14
202106,Puskesmas Ciracas,RS Wisma Atlet,1,34
202106,Puskesmas Kemayoran,RS Wisma Atlet,1,27
202106,Puskesmas Tanah Abang,RS Wisma Atlet,1,10
202106,Puskesmas Kembangan,RS Wisma Atlet,1,5
202106,Puskesmas Pulogadung,RS Wisma Atlet,1,11
202106,Puskesmas Palmerah ,RS Wisma Atlet,1,22
202106,Puskesmas Cempaka Putih,RS Wisma Atlet,1,7
202106,Puskesmas Tanjung Priuk ,RS Wisma Atlet,1,15
202106,Puskesmas Pasar Minggu,RS Wisma Atlet,1,8
202106,Puskesmas Matraman,RS Wisma Atlet,1,11
202106,Puskesmas Kramat Jati,RS Wisma Atlet,1,12
202106,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,7
202106,Puskesmas Tanah Abang,RS Wisma Atlet,1,10
202106,Puskesmas Tebet,RS Wisma Atlet,1,11
202106,Puskesmas Kemayoran,RS Wisma Atlet,1,28
202106,Puskesmas Setiabudi,RS Wisma Atlet,1,14
202106,Puskesmas Matraman,RS Wisma Atlet,1,11
202106,Puskesmas Matraman (II),RS Wisma Atlet,1,6
202106,Puskesmas Ciracas,RS Wisma Atlet,1,22
202106,Puskesmas Pancoran,RS Wisma Atlet,1,13
202106,Puskesmas Grogol Petamburan,RS Wisma Atlet,1,14
202106,Puskesmas Cilandak,RS Wisma Atlet,1,6
202106,Puskesmas Kebayoran Lama (II),RS Wisma Atlet,1,8
202106,Puskesmas Jagakarsa,RS Wisma Atlet,1,26
202106,Puskesmas Cipayung,RS Wisma Atlet,1,54
202106,Puskesmas Kembangan,RS Wisma Atlet,1,17
202106,Puskesmas Tanjung Priuk ,RS Wisma Atlet,1,19
202106,Puskesmas Kramat Jati,RS Wisma Atlet,1,8
202106,Puskesmas Cempaka Putih,RS Wisma Atlet,1,6
202106,Puskesmas Duren Sawit,RS Wisma Atlet,1,13
202106,Puskesmas Koja,RS Wisma Atlet,1,10
202106,Puskesmas Cipayung,RS Wisma Atlet,1,31
202106,Puskesmas Matraman,RS Wisma Atlet,1,8
202106,Puskesmas Cilincing,RS Wisma Atlet,1,12
202106,Puskesmas Cempaka Putih,RS Wisma Atlet,1,10
202106,Puskesmas Pasar Minggu,RS Wisma Atlet,1,20
202106,Puskesmas Grogol Petamburan,RS Wisma Atlet,1,13
202106,Puskesmas Kemayoran,RS Wisma Atlet,1,19
202106,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,9
202106,Puskesmas Kebayoran Lama (II),RS Wisma Atlet,1,7
202106,Puskesmas Pancoran,RS Wisma Atlet,1,8
202106,Puskesmas Jatinegara,RS Wisma Atlet,1,10
202106,Puskesmas Grogol Petamburan,RS Wisma Atlet,1,14
202106,Puskesmas Cakung,RS Wisma Atlet,1,15
202106,Puskesmas Ciracas,RS Wisma Atlet,1,23
202106,Puskesmas Kramat Jati,RS Wisma Atlet,1,7
202106,Puskesmas Senen,RS Wisma Atlet,1,13
202106,Psukesmas Setiabudi (2),RS Wisma Atlet,1,14
202106,Puskesmas Kelapa Gading,RS Wisma Atlet,1,5
202106,Puskesmas Sawah Besar,RS Wisma Atlet,1,11
202106,Puskesmas Penjaringan,RS Wisma Atlet,1,13
202106,Puskesmas Pasar Minggu,RS Wisma Atlet,1,14
202106,Puskesmas Pasar Minggu (2),RS Wisma Atlet,1,12
202106,Puskesmas Cilincing,RS Wisma Atlet,1,15
202106,Puskesmas Duren Sawit,RS Wisma Atlet,1,9
202106,Puskesmas Tanah Abang,RS Wisma Atlet,1,9
202106,Puskesmas Pulogadung,RS Wisma Atlet,1,12
202106,RS KKO Cilandak,RS Wisma Atlet,1,15
202106,Puskesmas Cempaka Putih,RS Wisma Atlet,1,7
202106,Puskesmas Koja,RS Wisma Atlet,1,13
202106,Puskesmas Koja (2),RS Wisma Atlet,1,29
202106,RS KKO Cilandak,RS Wisma Atlet,1,8
202106,Puskesmas Kelapa Gading,RS Wisma Atlet,1,15
202106,Puskesmas Setiabudi,RS Wisma Atlet,1,25
202106,Puskesmas Cilincing,RS Wisma Atlet,1,15
202106,Puskesmas Grogol Petamburan,RS Wisma Atlet,1,17
202106,Puskesmas Cilandak,RS Wisma Atlet,1,8
202106,Puskesmas Matraman,RS Wisma Atlet,1,13
202106,Puskesmas Pancoran,RS Wisma Atlet,1,14
202106,Puskesmas Jatinegara,RS Wisma Atlet,1,12
202106,Puskesmas Cilincing,RS Wisma Atlet,1,20
202106,Puskesmas Pulogadung,RS Wisma Atlet,1,17
202106,Puskesmas Makasar,RS Wisma Atlet,1,7
202106,Puskesmas Pasar Minggu,RS Wisma Atlet,1,11
202106,Puskesmas Koja,RS Wisma Atlet,1,9
202106,Puskesmas Koja (2),RS Wisma Atlet,1,6
202106,Puskesmas Palmerah ,RS Wisma Atlet,1,13
202106,Puskesmas Kelapa Gading,RS Wisma Atlet,1,10
202106,Puskesmas Grogol Petamburan,RS Wisma Atlet,1,7
202106,Puskesmas Kebon Jeruk,RS Wisma Atlet,1,8
202106,Puskesmas Cipayung,RS Wisma Atlet,1,11
202106,Puskesmas Tebet,RS Wisma Atlet,1,10
202106,Puskesmas Duren Sawit,RS Wisma Atlet,1,9
202106,Puskesmas Senen,RS Wisma Atlet,1,20
202106,Puskesmas Kembangan,RS Wisma Atlet,1,10
202106,Puskesmas Pancoran,RS Wisma Atlet,1,14
202106,Puskesmas Jatinegara,RS Wisma Atlet,1,13
202106,Puskesmas Penjaringan,RS Wisma Atlet,1,17
202106,Puskesmas Tanah Abang,RS Wisma Atlet,1,10
202106,Puskesmas Cempaka Putih,RS Wisma Atlet,1,8
202106,Puskesmas Pasar Minggu,RS Wisma Atlet,1,16
202107,RSUD CENGKARENG,JAKARTA,118,6732
202107,RSUD CENGKARENG,DEPOK,31,886
202107,RSUD CENGKARENG,TANGERANG,85,1756
202107,RSUD CENGKARENG,BEKASI,31,519
202107,RSUD DUREN SAWIT,JAKARTA,62,1142
202107,RSUD PASAR MINGGU,JAKARTA,31,1247
202107,RSUD TARAKAN,JAKARTA,47,4909
202107,RSUD TARAKAN,BOGOR,31,2144
202107,RSUD TARAKAN,DEPOK,31,1550
202107,RSUD TARAKAN,TANGERANG,31,1798
202107,RSUD TARAKAN,BEKASI,60,2273
202107,RSUD PASAR REBO,BOGOR,28,719
202107,RSUD PASAR REBO,DEPOK,29,346
202107,RSUD PASAR REBO,BEKASI,31,671
202107,RSUD KOJA,JAKARTA,83,3469
202107,RSUD KOJA,BEKASI,94,1966
202107,RS PONDOK INDAH,JAKARTA,31,1340
202107,RS PONDOK INDAH,BOGOR,31,1788
202107,RSUD BUDHI ASIH,JAKARTA,65,1187
202107,RSUD BUDHI ASIH,BOGOR,22,359
202107,R S C M,JAKARTA,62,3046
202107,R S C M,BOGOR,69,3343
202107,R S C M,DEPOK,47,3266
202107,R S C M,TANGERANG,67,2097
202107,R S C M,BEKASI,75,5408
202107,P M I,DEPOK,26,602
202107,P M I,BEKASI,25,448
202107,RSUD JATI PADANG,JAKARTA,93,2658
202107,PUSKESMAS MAMPANG PRAPATAN,JAKARTA,null,null
202107,PUSKESMAS PANCORAN,JAKARTA,null,null
202107,PUSKESMAS CILANDAK,JAKARTA,null,null
202107,PUSKESMAS TEBET,JAKARTA,null,null
202107,PUSKESMAS KUNINGAN  BARAT,JAKARTA,null,null
202107,PUSKESMAS KEBAYORAN BARU,JAKARTA,null,null
202107,PUSKESMAS KEBAYORAN LAMA,JAKARTA,null,null
202107,SUDINKES JAKARTA SELATAN,JAKARTA,null,null
202107,RSUP PERSAHABATAN,JAKARTA,21,301
202107,RSUP PERSAHABATAN,BOGOR,42,658
202107,RSUP PERSAHABATAN,DEPOK,21,434
202107,RSUP PERSAHABATAN,BEKASI,39,1204
202107,RS JANTUNG HARAPAN KITA,JAKARTA,44,1406
202107,RS JANTUNG HARAPAN KITA,BOGOR,31,1241
202107,RS JANTUNG HARAPAN KITA,BEKASI,21,743
202107,RSPI SULIANTI SAROSO,JAKARTA,91,3937
202107,RSUP FATMAWATI,JAKARTA,26,842
202107,RS KANKER DHARMAIS,JAKARTA,45,1701
202107,RS UKI CAWANG,BOGOR,1,8
202107,Puskesmas Tebet,RS Wisma Atlet,1,3
202107,RS Marinir Cilandak,RS Wisma Atlet,1,19
202107,Puskesmas Koja,RS Wisma Atlet,1,12
202107,Puskesmas Cipayung ,RS Wisma Atlet,1,19
202107,Puskesmas Cakung,RS Wisma Atlet,1,10
202107,Puskesmas Koja Tahap II,RS Wisma Atlet,1,10
202107,Puskesmas Cilincing,RS Wisma Atlet,1,12
202107,Puskesmas Setiabudi,RS Wisma Atlet,1,12
202107,Puskesmas Grogol Petamburan,RS Wisma Atlet,1,10
202107,Puskesmas Setia Budi,RS Wisma Atlet,1,8
202107,Puskesmas Pancoran,RS Wisma Atlet,1,10
202107,Puskesmas Palmerah,RS Wisma Atlet,1,18
202107,RS Marinir Cilandak Tahap II,RS Wisma Atlet,1,7
202107,Puskesmas Kemayoran,RS Wisma Atlet,1,7
202107,Puskesmas Sawah Besar,RS Wisma Atlet,1,14
202107,Puskesmas Tebet Tahap II,RS Wisma Atlet,1,8
202107,Puskesmas Penjaringan,RS Wisma Atlet,1,14
202107,Puskesmas Cakung,RS Wisma Atlet,1,8
202107,Puskesmas Pasar Minggu,RS Wisma Atlet,1,29
202107,Puskesmas Tanah Abang,RS Wisma Atlet,1,7
202107,Puskesmas Kemayoran Tahap II,RS Wisma Atlet,1,15
202107,Puskesmas Kemayoran Tahap III,RS Wisma Atlet,1,15
202107,Puskesmas Pulo Gadung,RS Wisma Atlet,1,10
202107,Puskesmas Koja,RS Wisma Atlet,1,7
202107,Puskesmas Matraman,RS Wisma Atlet,1,14
202107,Puskesmas Koja,RS Wisma Atlet,1,9
202107,Puskesmas Duren Sawit,RS Wisma Atlet,1,8
202107,Puskesmas Cipayung ,RS Wisma Atlet,1,4
202107,Puskesmas Setia Budi,RS Wisma Atlet,1,13
202107,Puskesmas Tebet,RS Wisma Atlet,1,20
202107,Puskesmas Cipayung Tahap II,RS Wisma Atlet,1,12
202107,Puskesmas Pademangan,RS Wisma Atlet,1,4
202107,Puskesmas Makasar,RS Wisma Atlet,1,4
202107,Puskesmas pancoran,RS Wisma Atlet,1,7
202107,Puskesmas Cilincing,RS Wisma Atlet,1,12
202107,Puskesmas Jatinegara,RS Wisma Atlet,1,16
202107,Puskesmas Kemayoran,RS Wisma Atlet,1,14
202107,Puskesmas Grogol Petamburan,RS Wisma Atlet,1,13
202107,Puskesmas Kelapa Gading,RS Wisma Atlet,1,10
202107,Puskesmas Sawah Besar,RS Wisma Atlet,1,20
202107,Puskesmas Senen,RS Wisma Atlet,1,12
202107,Puskesmas Cilandak,RS Wisma Atlet,1,7
202107,Puskesmas tebet,RS Wisma Atlet,1,5
202107,Puskesmas Tanah Abang,RS Wisma Atlet,1,9
202107,Puskesmas Kemayoran,RS Wisma Atlet,1,14
202107,RS Marinir Cilandak,RS Wisma Atlet,1,11
202107,Puskesmas palmerah,RS Wisma Atlet,1,26
202107,Puskesmas Penjaringan,RS Wisma Atlet,1,6
202107,Puskesmas Tebet Tahap I,RS Wisma Atlet,1,33
202107,Puskesmas Koja Tahap I,RS Wisma Atlet,1,5
202107,Puskesmas Koja Tahap II,RS Wisma Atlet,1,3
202107,RSCM,RS Wisma Atlet,1,8
202107,Puskesmas Tebet Tahap II,RS Wisma Atlet,1,13
202107,Puskesmas Kelapa Gading,RS Wisma Atlet,1,7
202107,Puskesmas Menteng,RS Wisma Atlet,1,10
202107,Puskesmas Ciracas,RS Wisma Atlet,1,26
202107,RS Marinir Cilandak Tahap I,RS Wisma Atlet,1,17
202107,Puskesmas Kramat Jati,RS Wisma Atlet,1,11
202107,Puskesmas Pancoran,RS Wisma Atlet,1,18
202107,Puskesmas Kemayoran,RS Wisma Atlet,1,15
202107,Puskesmas Johar Baru,RS Wisma Atlet,1,13
202107,Puskesmas Matraman,RS Wisma Atlet,1,15
202107,Puskesmas Cilincing,RS Wisma Atlet,1,8
202107,Puskesmas Tanah Abang,RS Wisma Atlet,1,6
202107,Puskesmas Pasar Minggu,RS Wisma Atlet,1,29
202107,Puskesmas Pulo Gadung,RS Wisma Atlet,1,14
202107,RS Marinir Cilandak Tahap II,RS Wisma Atlet,1,10
202107,Puskesmas Cipayung Tahap I,RS Wisma Atlet,1,7
202107,Puskesmas Cipayung Tahap II,RS Wisma Atlet,1,6
202107,Puskesmas Pademangan,RS Wisma Atlet,1,11
202107,Puskesmas Tebet,RS Wisma Atlet,1,19
202107,Puskesmas Kemayoran,RS Wisma Atlet,1,10
202107,Puskesmas Tanah Abang,RS Wisma Atlet,1,8
202107,RS Marinir Cilandak,RS Wisma Atlet,1,36
202107,Puskesmas Cilincing,RS Wisma Atlet,1,15
202107,Puskesmas Matraman,RS Wisma Atlet,1,10
202107,Puskesmas Ciracas,RS Wisma Atlet,1,6
202106,Puskesmas Duren Sawit,RS Wisma Atlet,1,20
202106,Puskesmas Koja,RS Wisma Atlet,1,24
202106,RS KKO Cilandak,RS Wisma Atlet,1,20
202106,Puskesmas Menteng,RS Wisma Atlet,1,12
202106,Puskesmas Ciracas,RS Wisma Atlet,1,10
202106,Puskesmas Cipayung,RS Wisma Atlet,1,28
202106,Puskesmas Kemayoran,RS Wisma Atlet,1,34
202106,Puskesmas Ciracas (II),RS Wisma Atlet,1,43
202106,Puskesmas Pancoran,RS Wisma Atlet,1,11
202106,PUSkesmas Cilincing,RS Wisma Atlet,1,8
202106,Puskesmas Ciracas (III),RS Wisma Atlet,1,41
202106,Puskesmas Kemayoran (II),RS Wisma Atlet,1,35
202106,Puskesmas Cakung,RS Wisma Atlet,1,26
202106,Puskesmas Cempaka Putih,RS Wisma Atlet,1,8
202106,Puskesmas Grogol Petamburan,RS Wisma Atlet,1,14
202106,Puskesmas Jatinegara,RS Wisma Atlet,1,7
202106,Puskesmas Tanah Abang,RS Wisma Atlet,1,9
202106,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,7
202106,Puskesmas Jagakarsa,RS Wisma Atlet,1,17
202106,Puskesmas Tanjung Priuk,RS Wisma Atlet,1,10
202106,Puskesmas Tebet,RS Wisma Atlet,1,19
202106,Puskesmas Duren Sawit,RS Wisma Atlet,1,17
